yyyy-mm-dd, hh:mm:ss.ss, lat, lon, depth, ML, Nsta, RMS, intensity, locality
1992-07-03, 22:19:08.3, 51.710, -3.316, 0.8, 0.7, , , ," BEDLINOG,MID GLAMORGAN "
1992-07-05, 02:51:20.9, 51.788, -3.209, 9.2, 0.7, , , ," EBBW VALE,GWENT "
1992-07-06, 15:30:24.1, 56.600, -6.253, 8.2, 1.4, , , ," MULL,STRATHCLYDE "
1992-07-07, 02:31:02.6, 53.282, -1.744, 4.3, 0.8, , , ," BUXTON,DERBYSHIRE "
1992-07-08, 08:59:58.8, 51.934, -2.670, 18.4, 2.1, , , ," ROSS-ON-WYE,HER & WOR "
1992-07-09, 21:32:40.0, 54.330, -2.436, 7.7, 1.1, , , ," GARSDALE,CUMBRIA "
1992-07-10, 15:59:08.9, 55.096, -3.627, 7.8, 0.4, , , ," DUMFRIES,D & G "
1992-07-15, 03:59:11.3, 52.709, -2.005, 2.0, 1.6, , , ," HUNTINGTON,STAFFS "
1992-07-16, 04:19:40.5, 57.212, -5.275, 0.7, 0.1, , , ," GLEN SHIEL,HIGHLAND "
1992-07-17, 01:19:50.3, 56.126, -3.736, 0.1, 1.7, , , ," CLACKMANNAN,CENTRAL "
1992-07-19, 01:26:35.1, 50.109, -5.181, 7.2, 0.3, , , ," CONSTANTINE,CORNWALL "
1992-07-19, 02:26:11.4, 50.109, -5.180, 7.1, 0.0, , , ," CONSTANTINE,CORNWALL "
1992-07-19, 03:37:21.6, 50.109, -5.180, 7.1, 0.3, , , ," CONSTANTINE,CORNWALL "
1992-07-19, 05:49:15.7, 50.110, -5.182, 7.5, 0.0, , , ," CONSTANTINE,CORNWALL "
1992-07-19, 07:40:31.0, 50.109, -5.179, 7.2, 0.4, , , ," CONSTANTINE,CORNWALL "
1992-07-19, 18:13:18.6, 50.111, -5.178, 7.2, 0.9, , , ," CONSTANTINE,CORNWALL "
1992-07-25, 01:31:52.2, 50.145, -4.794, 11.6, 1.2, , , ," DODMAN POINT,CORNWALL "
1992-07-26, 08:16:52.7, 57.486, -5.661, 15.1, 2.8, , , 3+ ," STRATHCARRON,HIGHLAND "
1992-07-27, 02:58:09.0, 50.109, -5.179, 7.1, 0.4, , , ," CONSTANTINE,CORNWALL "
1992-07-27, 03:03:10.9, 50.111, -5.180, 7.0, 0.1, , , ," CONSTANTINE,CORNWALL "
1992-07-28, 04:26:16.4, 57.472, -5.372, 2.4, 0.2, , , ," STRATHCARRON,HIGHLAND "
1992-07-28, 05:47:50.6, 51.798, -3.007, 17.1, 0.4, , , ," ABERGAVENNY,GWENT "
1992-07-28, 05:59:36.5, 50.109, -5.180, 7.3, 0.0, , , ," CONSTANTINE,CORNWALL "
1992-07-29, 18:05:14.0, 53.132, -4.396, 11.3, 3.5, , , 5 ," CAERNARVON BAY,GWYNEDD "
1992-07-30, 10:38:23.9, 50.110, -5.176, 7.3, 0.4, , , ," CONSTANTINE,CORNWALL "
1992-07-30, 18:11:44.6, 57.219, -5.453, 3.0, 0.3, , , ," LOCH DUICH,HIGHLAND "
1992-07-31, 00:54:25.4, 53.375, -1.827, 1.0, 0.6, , , 2+ ," GLOSSOP,DERBYSHIRE "
1992-07-31, 06:53:43.7, 57.015, -5.737, 3.7, 0.2, , , ," MALLAIG,HIGHLAND "
1992-08-01, 04:13:50.6, 54.753, -2.844, 10.4, 1.8, , , ," CALTHWAITE,CUMBRIA "
1992-08-04, 18:17:23.4, 55.978, -4.410, 2.1, 1.4, , , ," MILNEGAVIE,STRATHCLYDE "
1992-08-04, 19:38:52.0, 56.171, -3.683, 23.1, 0.4, , , ," DOLLAR,CENTRAL "
1992-08-04, 19:38:52.7, 56.133, -3.686, 1.6, 0.4, , , ," DOLLAR,CENTRAL "
1992-08-05, 06:17:59.0, 55.977, -4.428, 0.3, 0.4, , , ," MILNEGAVIE,STRATHCLYDE "
1992-08-06, 18:27:34.6, 57.071, -5.686, 6.9, 0.5, , , ," LOCH NEVIS,HIGHLAND "
1992-08-06, 18:50:11.7, 59.972, -4.407, 15.0, 1.8, , , ," NW OF ORKNEY ISLANDS "
1992-08-08, 19:54:06.6, 57.325, -5.829, 6.0, 0.5, , , ," SCALPAY,HIGHLAND "
1992-08-08, 22:52:15.7, 57.309, -5.832, 5.0, 0.8, , , ," SCALPAY,HIGHLAND "
1992-08-11, 04:27:47.3, 54.194, -0.075, 0.7, 1.6, , , ," BRIDLINGTON,HUMBERSIDE "
1992-08-11, 10:18:56.8, 56.122, -3.744, 0.3, 1.5, , , ," CLACKMANNAN,CENTRAL "
1992-08-14, 09:50:07.9, 57.136, -5.471, 2.3, 0.4, , , ," GLEN SHIEL,HIGHLAND "
1992-08-14, 20:02:32.5, 57.236, -5.649, 5.1, 0.1, , , ," GLEN SHIEL,HIGHLAND "
1992-08-15, 00:52:48.5, 53.502, -2.574, 13.4, 1.5, , , ," GOLBORNE,GT MANCHESTER "
1992-08-17, 00:53:35.2, 51.679, -3.260, 1.6, 2.2, , , 5+ ," BARGOED,MID GLAMORGAN "
1992-08-19, 22:34:04.1, 52.983, -4.427, 13.6, -0.1, , , ," LLANAELHAEARN,GWYNEDD "
1992-08-20, 09:22:20.2, 56.376, -5.787, 10.1, 1.8, , , ," MULL,STRATHCLYDE "
1992-08-21, 16:46:42.2, 51.880, -2.754, 13.4, 1.7, , , ," MONMOUTH,GWENT "
1992-08-25, 11:24:46.0, 54.514, -2.579, 2.8, 1.7, , , ," ORTON,CUMBRIA "
1992-08-27, 15:52:00.3, 56.029, -6.018, 11.1, 2.7, , , ," JURA,STRATHCLYDE "
1992-08-28, 01:48:52.8, 56.124, -3.736, 0.7, 1.4, , , ," CLACKMANNAN,CENTRAL "
1992-08-28, 18:57:46.5, 52.715, -4.183, 12.2, 1.0, , , ," BARMOUTH,GWYNEDD "
1992-08-29, 04:26:44.8, 52.969, -4.382, 22.0, 1.6, , , ," LLEYN PENINSULA "
1992-08-31, 18:25:53.6, 55.063, 3.895, 19.1, 3.7, , , ," CENTRAL NORTH SEA "
1992-08-31, 20:49:19.5, 51.712, -3.303, 0.4, 1.1, , , ," BEDLINOG,MID GLAMORGAN "
1992-09-01, 02:50:51.7, 53.633, -2.676, 11.2, 1.7, , , ," CHORLEY,LANCASHIRE "
1992-09-02, 19:27:01.2, 54.055, -0.607, 10.1, 2.1, , , ," SLEDMERE,HUMBERSIDE "
1992-09-07, 22:59:35.2, 56.169, -3.581, 4.6, 1.3, , , ," DOLLAR,CENTRAL "
1992-09-08, 20:30:57.3, 56.125, -3.732, 0.1, 1.1, , , ," CLACKMANNAN,CENTRAL "
1992-09-09, 00:16:05.1, 52.706, -2.026, 0.7, 1.5, , , ," CANNOCK,STAFFORDSHIRE "
1992-09-09, 16:13:41.9, 57.675, -5.562, 7.7, 0.3, , , ," LOCH MAREE,HIGHLAND "
1992-09-10, 10:23:44.6, 57.104, -5.723, 3.4, 0.6, , , ," KNOYDART,HIGHLAND "
1992-09-11, 00:24:31.5, 51.680, -3.726, 14.7, 1.0, , , ," NEATH,WEST GLAMORGAN "
1992-09-11, 13:54:07.3, 57.678, -5.513, 6.3, 0.4, , , ," LOCH MAREE,HIGHLAND "
1992-09-13, 01:34:44.2, 57.490, -5.481, 6.9, 0.2, , , ," STRATHCARRON,HIGHLAND "
1992-09-13, 06:38:41.1, 52.617, -0.608, 3.5, 2.2, , , ," KETTON,LEICESTERSHIRE "
1992-09-16, 09:55:36.2, 49.597, -2.978, 7.2, 1.3, , , ," GUERNSEY,CHANNEL ISLES "
1992-09-17, 00:16:34.3, 56.734, 4.486, 5.0, 2.9, , , ," CENTRAL NORTH SEA "
1992-09-18, 00:18:52.9, 52.723, -1.985, 0.5, 1.3, , , ," CANNOCK,STAFFORDSHIRE "
1992-09-19, 18:20:47.7, 56.364, -5.721, 3.5, 0.9, , , ," MULL,STRATHCLYDE "
1992-09-20, 08:11:31.4, 54.754, -4.028, 12.9, 1.1, , , ," KIRKCUDBRIGHT BAY,D&G "
1992-09-20, 09:58:09.4, 56.823, -6.253, 4.8, 0.9, , , ," MUCK,HIGHLAND "
1992-09-21, 22:30:40.6, 56.246, -3.903, 0.0, 0.5, , , ," SHERIFFMUIR,CENTRAL "
1992-09-22, 17:25:51.7, 50.109, -5.176, 7.0, 0.7, , , ," CONSTANTINE,CORNWALL "
1992-09-23, 10:47:57.9, 51.014, -3.598, 10.4, 2.7, , , ," TIVERTON,DEVON "
1992-09-25, 05:26:09.4, 53.389, -1.302, 0.2, 2.0, , , ," AUGHTON,S YORKSHIRE "
1992-09-26, 00:35:44.9, 59.145, 1.699, 15.0, 2.3, , , ," NORTHERN NORTH SEA "
1992-09-29, 01:32:11.9, 54.818, -2.915, 2.7, 0.2, , , ," GAITSGILL,CUMBRIA "
1992-09-29, 03:16:38.8, 56.297, -3.867, 0.3, 0.5, , , ," SHERIFFMUIR,CENTRAL "
1992-09-30, 16:52:46.0, 55.369, -5.250, 4.3, 1.2, , , ," ARRAN,STRATHCLYDE "
1992-09-30, 16:52:46.2, 55.358, -5.238, 8.1, 1.2, , , ," ARRAN,STRATHCLYDE "
1992-09-30, 19:50:04.6, 55.181, -5.567, 7.3, 1.4, , , ," NORTH CHANNEL "
1992-09-30, 22:16:42.3, 56.745, -5.066, 9.2, 1.2, , , ," KINLOCHLEVEN,HIGHLAND "
1992-09-30, 23:06:24.2, 52.334, -4.271, 2.7, 1.5, , , ," CARDIGAN BAY,WALES "
1992-10-02, 05:15:42.2, 53.719, -2.190, 2.1, 1.6, , , ," BACUP,LANCASHIRE "
1992-10-07, 08:57:20.4, 51.818, -3.492, 9.1, 1.4, , , ," M TYDFIL,MID GLAMORGAN "
1992-10-07, 09:25:31.9, 51.820, -3.487, 9.0, 1.2, , , ," M TYDFIL,MID GLAMORGAN "
1992-10-08, 04:04:05.7, 57.521, -5.290, 9.8, -0.2, , , ," GLEN CARRON,HIGHLAND "
1992-10-09, 22:38:47.0, 53.238, -1.675, 5.4, 1.1, , , ," HASSOP,DERBYSHIRE "
1992-10-09, 00:00:17.2, 56.255, -3.926, 4.8, 0.4, , , ," BRACO,CENTRAL "
1992-10-10, 03:16:33.1, 56.130, -3.701, 0.3, 1.1, , , ," CLACKMANNAN,CENTRAL "
1992-10-15, 15:50:56.6, 56.899, -5.480, 7.1, 1.8, , , ," GLENFINNAN,HIGHLAND "
1992-10-17, 02:19:38.7, 61.973, 2.136, 8.3, 4.1, , , ," NORTHERN NORTH SEA "
1992-10-19, 10:19:58.7, 50.111, -5.177, 7.1, 0.1, , , ," CONSTANTINE,CORNWALL "
1992-10-19, 12:03:02.2, 55.182, -3.315, 5.6, -0.1, , , ," BORELAND,D & G "
1992-10-19, 14:27:58.3, 53.332, -1.752, 2.2, 1.5, , , ," CASTLETON,DERBYSHIRE "
1992-10-20, 20:20:14.8, 56.126, -3.684, 0.9, 0.3, , , 2+ ," CLACKMANNAN,CENTRAL "
1992-10-21, 14:04:18.8, 57.709, -5.552, 1.0, 0.3, , , ," LOCH MAREE,HIGHLAND "
1992-10-22, 01:55:15.7, 53.267, -1.646, 3.4, 1.3, , , ," CALVER,DERBYSHIRE "
1992-10-25, 09:42:06.7, 56.731, -5.120, 6.4, 2.2, , , 2+ ," LOCH LEVEN,HIGHLAND "
1992-10-25, 21:33:51.3, 56.143, -3.939, 2.4, 1.5, , , 3+ ," STIRLING,CENTRAL "
1992-10-30, 05:10:44.9, 56.166, -4.755, 6.4, 2.2, , , ," ARROCHAR,STRATHCLYDE "
1992-10-30, 17:34:15.0, 49.676, -9.107, 4.3, 2.5, , , ," SCILLY ISLES,CORNWALL "
1992-11-04, 04:20:02.0, 62.028, 2.210, 13.7, 3.2, , , ," NORTHERN NORTH SEA "
1992-11-04, 12:40:26.2, 56.109, -3.690, 3.6, 0.9, , , ," CLACKMANNAN,CENTRAL "
1992-11-04, 19:18:27.3, 50.110, -5.177, 7.3, -0.3, , , ," CONSTANTINE,CORNWALL "
1992-11-05, 22:17:24.7, 53.028, -1.185, 5.0, 1.2, , , ," HUCKNALL,NOTTS "
1992-11-06, 21:46:30.2, 50.111, -5.184, 6.7, 0.7, , , ," CONSTANTINE,CORNWALL "
1992-11-08, 17:39:52.3, 54.599, -3.704, 8.8, 2.0, , , ," WHITEHAVEN,CUMBRIA "
1992-11-08, 19:12:34.6, 61.877, 2.937, 31.4, 4.7, , , 2+ ," NORTHERN NORTH SEA "
1992-11-08, 19:42:07.9, 50.336, -6.152, 1.0, 1.3, , , ," SCILLY ISLES,CORNWALL "
1992-11-10, 00:52:52.4, 50.110, -5.173, 7.0, 0.1, , , ," CONSTANTINE,CORNWALL "
1992-11-11, 06:31:59.2, 53.286, -1.338, 0.5, 1.5, , , ," CLOWNE,DERBYSHIRE "
1992-11-12, 09:00:20.6, 53.261, -2.413, 3.1, 1.8, , , ," NORTHWICH,CHESHIRE "
1992-11-13, 09:24:32.0, 50.113, -5.180, 7.3, 0.8, , , ," CONSTANTINE,CORNWALL "
1992-11-15, 01:54:20.7, 52.269, -2.844, 0.4, 1.0, , , ," LEOMINSTER,HER & WOR "
1992-11-17, 23:46:24.3, 49.083, -2.348, 8.9, 0.3, , , ," JERSEY,CHANNEL ISLES "
1992-11-20, 07:37:22.6, 53.463, -1.223, 0.1, 1.8, , , ," MALTBY,SOUTH YORKSHIRE "
1992-11-21, 04:15:09.5, 56.126, -3.720, 0.5, 1.0, , , ," CLACKMANNAN,CENTRAL "
1992-11-23, 05:30:15.2, 56.430, -5.764, 8.2, 2.1, , , ," MULL,STRATHCLYDE "
1992-11-27, 20:18:49.4, 53.678, -1.994, 9.4, 2.0, , , ," RIPPONDEN,W YORKSHIRE "
1992-11-28, 04:27:08.8, 49.721, -5.707, 4.1, 1.7, , , ," LAND'S END,CORNWALL "
1992-11-30, 21:41:03.6, 53.102, -2.103, 1.8, 1.3, , , ," LEEK,STAFFORDSHIRE "
1992-12-02, 16:35:00.9, 50.111, -5.180, 6.9, 0.8, , , ," CONSTANTINE,CORNWALL "
1992-12-07, 13:45:49.7, 53.248, -4.242, 11.4, 0.6, , , ," LLANGEFNI,GWYNEDD "
1992-12-09, 01:06:33.1, 57.711, -5.100, 7.7, 1.1, , , ," LOCH FANNICH,HIGHLAND "
1992-12-09, 21:41:52.5, 55.469, -3.471, 10.4, 0.4, , , ," TWEEDSMUIR,BORDERS "
1992-12-14, 13:32:35.1, 57.117, -5.495, 0.5, 0.3, , , ," GLEN SHIEL,HIGHLAND "
1992-12-16, 21:09:27.8, 50.109, -5.175, 7.1, 0.3, , , ," CONSTANTINE,CORNWALL "
1992-12-16, 21:15:20.9, 50.109, -5.175, 7.1, 0.1, , , ," CONSTANTINE,CORNWALL "
1992-12-17, 05:02:30.9, 50.109, -5.178, 7.0, 0.1, , , ," CONSTANTINE,CORNWALL "
1992-12-18, 16:00:14.1, 51.943, -3.436, 14.9, 1.1, , , ," BRECON,POWYS "
1992-12-23, 18:39:14.9, 52.739, -1.970, 1.8, 1.8, , , ," RUGELEY,STAFFORDSHIRE "
1992-12-25, 21:54:46.9, 54.786, -3.215, 9.0, 0.1, , , ," MEALSGATE,CUMBRIA "
1992-12-26, 05:23:09.1, 59.242, 1.489, 9.9, 3.9, , , ," NORTHERN NORTH SEA "
1992-12-26, 05:50:25.8, 53.462, -4.275, 15.7, 0.2, , , ," AMLWCH,GWYNEDD "
1992-12-26, 17:05:59.8, 51.810, -1.525, 9.4, 1.5, , , ," WITNEY,OXFORDSHIRE "
1992-12-27, 18:55:40.3, 56.994, -5.741, 3.7, 0.5, , , ," LOCH NEVIS,HIGHLAND "
1992-12-30, 15:49:24.9, 56.378, -4.459, 2.2, 2.2, , , ," BALQUHIDDER,CENTRAL "
1992-12-30, 17:13:37.2, 56.350, -4.367, 4.5, 0.9, , , ," BALQUHIDDER,CENTRAL "
1993-01-02, 05:22:45.6, 50.110, -5.170, 7.3, 0.0, , , ," CONSTANTINE,CORNWALL "
1993-01-04, 21:12:23.8, 50.110, -5.180, 7.0, 0.0, , , ," CONSTANTINE,CORNWALL "
1993-01-04, 21:12:26.0, 50.110, -5.176, 7.2, 0.1, , , ," CONSTANTINE,CORNWALL "
1993-01-06, 18:12:41.4, 55.347, -5.284, 14.9, 1.2, , , ," ARRAN,STRATHCLYDE "
1993-01-06, 18:12:41.4, 55.341, -5.293, 17.9, 1.1, , , ," ARRAN,STRATHCLYDE "
1993-01-06, 21:41:45.6, 55.349, -5.255, 6.6, 1.1, , , ," ARRAN,STRATHCLYDE "
1993-01-06, 22:46:57.2, 55.310, -5.324, 13.7, 1.0, , , ," ARRAN,STRATHCLYDE "
1993-01-06, 23:23:43.2, 55.302, -5.305, 8.5, 0.9, , , ," ARRAN,STRATHCLYDE "
1993-01-07, 00:16:56.1, 55.278, -5.297, 5.0, 0.9, , , ," ARRAN,STRATHCLYDE "
1993-01-07, 01:53:45.2, 55.351, -5.284, 14.8, 1.0, , , ," ARRAN,STRATHCLYDE "
1993-01-07, 15:59:11.7, 55.347, -5.283, 11.8, 1.7, , , ," ARRAN,STRATHCLYDE "
1993-01-07, 17:00:45.5, 55.368, -5.295, 15.2, 1.5, , , ," ARRAN,STRATHCLYDE "
1993-01-07, 17:06:18.4, 55.324, -5.297, 13.7, 0.9, , , ," ARRAN,STRATHCLYDE "
1993-01-07, 18:44:35.8, 55.298, -5.312, 13.1, 1.2, , , ," ARRAN,STRATHCLYDE "
1993-01-15, 17:01:21.9, 50.348, -4.840, 5.9, 1.6, , , ," ST AUSTELL,CORNWALL "
1993-01-17, 08:52:55.7, 50.104, -5.173, 5.5, 0.1, , , ," CONSTANTINE,CORNWALL "
1993-01-18, 06:03:31.7, 50.247, -3.942, 2.0, 0.2, , , ," PLYMOUTH,DEVON "
1993-01-18, 22:31:50.8, 50.266, -3.903, 7.5, 0.9, , , ," PLYMOUTH,DEVON "
1993-01-19, 22:46:46.0, 52.962, -4.384, 22.5, 1.4, , , ," LLEYN PENINSULA "
1993-01-22, 02:09:45.4, 53.165, -1.716, 3.8, 0.7, , , ," BAKEWELL,DERBYSHIRE "
1993-01-23, 03:03:03.2, 55.862, -4.450, 6.4, 0.2, , , ," RENFREW,STRATHCLYDE "
1993-01-25, 20:33:56.9, 52.850, -2.230, 10.2, 1.5, , , ," ECCLESHALL,STAFFS "
1993-01-31, 18:39:41.0, 53.200, -1.044, 0.5, 1.0, , , 2+ ," EDWINSTOWE,NOTTS "
1993-02-02, 00:50:25.9, 56.085, -5.065, 1.5, 1.0, , , ," LOCH ECK,STRATHCLYDE "
1993-02-02, 08:15:09.1, 57.225, -5.435, 3.3, 0.8, , , ," SHIEL BRIDGE,HIGHLAND "
1993-02-05, 03:44:57.9, 53.216, -0.990, 0.4, 1.2, , , 2+ ," EDWINSTOWE,NOTTS "
1993-02-06, 01:48:18.9, 56.129, -3.686, 1.6, 1.1, , , 2+ ," CLACKMANNAN,CENTRAL "
1993-02-07, 17:33:44.1, 52.948, -4.407, 22.0, 1.0, , , ," LLEYN PENINSULA "
1993-02-09, 13:02:33.5, 51.553, -3.058, 10.0, 1.7, , , ," CARDIFF,S GLAMORGAN "
1993-02-10, 03:37:29.2, 56.938, -5.144, 2.8, 0.8, , , ," LOCH ARKAIG,HIGHLAND "
1993-02-11, 16:19:03.2, 55.007, -2.874, 12.3, 1.0, , , ," LONGTOWN,CUMBRIA "
1993-02-11, 19:46:12.6, 58.966, 1.450, 6.4, 3.8, , , ," NORTHERN NORTH SEA "
1993-02-11, 21:19:25.1, 56.116, -3.672, 1.0, 0.6, , , 2+ ," CLACKMANNAN,CENTRAL "
1993-02-13, 20:36:02.4, 56.071, -4.021, 7.5, 0.9, , , ," CARRON VALLEY,CENTRAL "
1993-02-15, 12:29:27.0, 50.109, -5.175, 6.2, 0.5, , , ," CONSTANTINE,CORNWALL "
1993-02-15, 12:45:17.9, 50.111, -5.170, 7.2, 0.2, , , ," CONSTANTINE,CORNWALL "
1993-02-18, 05:14:20.9, 52.881, -4.571, 10.4, 0.3, , , ," GARN,GWYNEDD "
1993-02-23, 03:53:49.6, 56.130, -3.716, 0.9, 1.4, , , ," CLACKMANNAN,CENTRAL "
1993-02-27, 01:15:58.9, 53.031, -2.203, 7.2, 1.8, , , ," STOKE-ON-TRENT,STAFFS "
1993-03-02, 14:36:15.2, 51.047, -2.701, 12.7, 1.9, , , ," SOMERTON,SOMERSET "
1993-03-07, 04:13:19.0, 55.269, -3.327, 12.9, 0.5, , , ," NEWTON,D & G "
1993-03-07, 12:39:44.2, 49.436, -2.157, 12.4, 0.7, , , ," NORTH OF JERSEY "
1993-03-09, 13:22:09.4, 56.655, -5.236, 2.5, 2.0, , , ," LOCH LINNHE,HIGHLAND "
1993-03-10, 05:39:16.2, 56.120, -3.721, 0.5, 1.0, , , ," CLACKMANNAN,CENTRAL "
1993-03-10, 08:40:51.8, 49.970, -5.349, 17.9, 0.4, , , ," LIZARD POINT,CORNWALL "
1993-03-12, 15:28:03.7, 57.231, -5.664, 4.5, -0.3, , , ," ISLE OF SKYE,HIGHLAND "
1993-03-14, 02:48:57.5, 54.425, -0.990, 2.8, 2.4, , , ," WESTERDALE,N YORKSHIRE "
1993-03-15, 14:23:29.1, 53.084, -1.095, 0.3, 2.3, , , ," FARNSFIELD,NOTTS "
1993-03-16, 11:13:06.9, 52.859, -2.138, 3.9, 1.7, , , ," WHITGREAVE,STAFFS "
1993-03-17, 04:50:37.5, 57.109, -5.393, 8.6, 0.8, , , ," KINLOCH HOURN,HIGHLAND "
1993-03-18, 02:31:43.5, 51.617, -3.286, 10.0, 1.5, , , ," SENGHENYDD,M GLAMORGAN "
1993-03-18, 21:33:40.9, 53.025, -2.204, 6.1, 1.4, , , ," STOKE-ON-TRENT,STAFFS "
1993-03-21, 19:29:35.1, 51.061, -2.841, 14.3, 1.0, , , ," SOMERTON,SOMERSET "
1993-03-24, 10:02:20.8, 49.215, -2.172, 5.5, 0.4, , , ," ST BRELADE,JERSEY "
1993-03-24, 11:47:52.2, 52.620, -1.006, 7.7, 1.5, , , ," KEYHAM,LEICESTERSHIRE "
1993-03-25, 02:58:24.9, 50.111, -5.180, 7.0, -0.2, , , ," CONSTANTINE,CORNWALL "
1993-03-25, 02:58:36.8, 50.111, -5.178, 7.1, -0.3, , , ," CONSTANTINE,CORNWALL "
1993-03-25, 14:08:07.2, 53.258, -1.842, 0.0, 1.4, , , ," BUXTON,DERBYSHIRE "
1993-03-26, 01:50:09.1, 54.871, -1.369, 0.0, 1.7, , , ," SUNDERLAND,TYNE & WEAR "
1993-03-26, 03:37:04.4, 57.119, -5.544, 16.0, 0.4, , , ," KNOYDART,HIGHLAND "
1993-03-26, 04:01:24.7, 54.911, -1.402, 0.0, 0.9, , , ," SUNDERLAND,TYNE & WEAR "
1993-03-26, 06:38:20.6, 56.130, -3.722, 0.6, 1.0, , , ," CLACKMANNAN,CENTRAL "
1993-03-31, 06:44:32.4, 52.117, -2.951, 17.8, 0.2, , , ," STAUNTON,HER & WOR "
1993-04-04, 08:13:57.3, 57.031, -5.791, 2.7, 0.7, , , ," MALLAIG,HIGHLAND "
1993-04-05, 12:39:46.3, 50.111, -5.180, 6.9, 0.8, , , ," CONSTANTINE,CORNWALL "
1993-04-05, 12:39:48.2, 50.110, -5.180, 6.0, 0.8, , , ," CONSTANTINE,CORNWALL "
1993-04-06, 06:41:06.2, 58.668, 1.008, 25.8, 3.5, , , ," NORTHERN NORTH SEA "
1993-04-06, 08:21:08.9, 56.132, -3.682, 0.1, 1.6, , , 3+ ," CLACKMANNAN,CENTRAL "
1993-04-07, 11:08:16.6, 50.110, -5.180, 7.2, 0.0, , , ," CONSTANTINE,CORNWALL "
1993-04-07, 19:56:55.5, 50.110, -5.181, 6.8, 0.1, , , ," CONSTANTINE,CORNWALL "
1993-04-07, 21:34:34.1, 50.109, -5.181, 7.1, 0.2, , , ," CONSTANTINE,CORNWALL "
1993-04-08, 01:24:28.0, 50.109, -5.180, 7.1, -0.1, , , ," CONSTANTINE,CORNWALL "
1993-04-08, 03:58:21.4, 53.342, -1.711, 14.6, 1.1, , , ," BRADWELL,DERBYSHIRE "
1993-04-09, 16:14:03.9, 50.108, -5.181, 6.6, 0.4, , , ," CONSTANTINE,CORNWALL "
1993-04-09, 16:35:11.5, 56.125, -3.676, 1.4, 0.5, , , ," CLACKMANNAN,CENTRAL "
1993-04-09, 17:57:20.7, 50.109, -5.181, 7.2, 0.6, , , ," CONSTANTINE,CORNWALL "
1993-04-09, 19:05:44.2, 50.110, -5.179, 6.8, -0.1, , , ," CONSTANTINE,CORNWALL "
1993-04-15, 13:15:48.3, 50.111, -5.181, 7.2, 0.2, , , ," CONSTANTINE,CORNWALL "
1993-04-15, 21:30:03.4, 52.554, -0.748, 4.7, 2.3, , , ," GREAT EASTON,LEICS "
1993-04-17, 07:55:20.5, 56.123, -3.716, 1.4, 0.8, , , ," CLACKMANNAN,CENTRAL "
1993-04-19, 00:17:04.1, 55.954, -3.067, 9.9, -0.2, , , ," MUSSELBURGH,LOTHIAN "
1993-04-21, 01:37:32.2, 56.125, -3.720, 1.0, 1.3, , , ," CLACKMANNAN,CENTRAL "
1993-04-22, 11:11:30.2, 50.110, -5.181, 7.0, 0.5, , , ," CONSTANTINE,CORNWALL "
1993-04-22, 22:22:49.6, 55.946, -3.088, 0.5, -0.2, , , ," MUSSELBURGH,LOTHIAN "
1993-04-24, 09:44:05.9, 52.091, -3.380, 15.9, 0.5, , , ," BUILTH WELLS,POWYS "
1993-04-26, 19:43:44.9, 57.614, -7.290, 0.5, 1.4, , , ," N UIST,WESTERN ISLES "
1993-04-29, 18:01:40.3, 57.300, -6.062, 2.9, 1.7, , , ," ISLE OF SKYE,HIGHLAND "
1993-05-01, 18:36:21.4, 51.872, -4.537, 6.2, 1.4, , , ," MEIDRIM,DYFED "
1993-05-02, 19:08:25.8, 58.923, 0.929, 15.0, 2.3, , , ," NORTHERN NORTH SEA "
1993-05-04, 14:20:25.9, 52.290, -0.066, 0.2, 2.4, , , ," HUNTINGDON,CAMBS "
1993-05-05, 02:32:00.6, 56.122, -3.718, 0.5, 0.3, , , ," CLACKMANNAN,CENTRAL "
1993-05-05, 04:28:08.8, 49.157, -5.993, 6.6, 1.4, , , ," LAND'S END,CORNWALL "
1993-05-05, 14:07:38.1, 62.084, 2.269, 10.8, 2.2, , , ," NORWEGIAN SEA "
1993-05-06, 06:36:53.5, 54.841, -3.847, 8.0, 0.6, , , ," AUCHENCAIRN,D & G "
1993-05-06, 12:22:52.8, 54.629, -2.321, 4.3, 1.0, , , ," MICKLE FELL,DURHAM "
1993-05-07, 10:26:34.0, 56.124, -3.712, 0.5, -0.1, , , ," CLACKMANNAN,CENTRAL "
1993-05-07, 12:50:43.0, 52.138, -2.475, 11.5, 2.3, , , ," BROMYARD,HER & WOR "
1993-05-12, 21:46:36.1, 56.123, -3.704, 0.1, 0.3, , , ," CLACKMANNAN,CENTRAL "
1993-05-19, 07:24:12.7, 60.500, 2.000, 22.3, 2.1, , , ," NORTHERN NORTH SEA "
1993-05-21, 13:43:02.0, 52.320, -3.521, 15.8, -0.2, , , ," RHAYADER,POWYS "
1993-05-22, 22:02:27.9, 50.276, -2.493, 6.9, 2.2, , , ," ENGLISH CHANNEL "
1993-05-23, 05:04:12.8, 50.110, -5.180, 6.8, 0.7, , , ," CONSTANTINE,CORNWALL "
1993-05-25, 18:25:37.9, 57.305, -6.123, 4.7, 0.4, , , ," ISLE OF SKYE,HIGHLAND "
1993-05-26, 18:48:34.6, 55.930, -5.801, 2.1, 1.3, , , ," JURA,STRATHCLYDE "
1993-05-29, 17:43:41.4, 61.524, 1.901, 16.7, 2.7, , , ," NORWEGIAN SEA "
